Nom du Placemark,Point #,Longitude,Latitude,Altitude
Progressive pine  2008 now 14.3,1,32.30878173567574,0.9878022747231583,0.0
Progressive pine  2008 now 14.3,2,32.31282973155887,0.9866208361575913,0.0
Progressive pine  2008 now 14.3,3,32.31289066392041,0.9865941818523081,0.0
Progressive pine  2008 now 14.3,4,32.31289827943217,0.9863923729192215,0.0
Progressive pine  2008 now 14.3,5,32.31292112876442,0.986331449364656,0.0
Progressive pine  2008 now 14.3,6,32.31336288793222,0.9860877532199895,0.0
Progressive pine  2008 now 14.3,7,32.31341239549507,0.9860687143371514,0.0
Progressive pine  2008 now 14.3,8,32.3138427303076,0.9856650920283032,0.0
Progressive pine  2008 now 14.3,9,32.3142235605199,0.9857145892816417,0.0
Progressive pine  2008 now 14.3,10,32.31430734335388,0.9857298194566577,0.0
Progressive pine  2008 now 14.3,11,32.31433019322207,0.9857336269590395,0.0
Progressive pine  2008 now 14.3,12,32.31444825118248,0.9857831264830567,0.0
Progressive pine  2008 now 14.3,13,32.3144634845088,0.9857983573237821,0.0
Progressive pine  2008 now 14.3,14,32.31465390091378,0.9859278186322544,0.0
Progressive pine  2008 now 14.3,15,32.31469579268441,0.985965895648881,0.0
Progressive pine  2008 now 14.3,16,32.31471864270435,0.9859811264094567,0.0
Progressive pine  2008 now 14.3,17,32.31477957622099,0.9860496651841796,0.0
Progressive pine  2008 now 14.3,18,32.31481765976874,0.9861143964569441,0.0
Progressive pine  2008 now 14.3,19,32.31482146818048,0.9861296273686602,0.0
Progressive pine  2008 now 14.3,20,32.31483289337947,0.9862095898206963,0.0
Progressive pine  2008 now 14.3,21,32.31489763537547,0.9862286279589003,0.0
Progressive pine  2008 now 14.3,22,32.31486716879567,0.986323821731212,0.0
Progressive pine  2008 now 14.3,23,32.3148519355683,0.9863428605464686,0.0
Progressive pine  2008 now 14.3,24,32.31482146885766,0.9863733226764101,0.0
Progressive pine  2008 now 14.3,25,32.31483289408673,0.9864266309078897,0.0
Progressive pine  2008 now 14.3,26,32.31486336102222,0.9864532848601557,0.0
Progressive pine  2008 now 14.3,27,32.31484812799054,0.9865370551634862,0.0
Progressive pine  2008 now 14.3,28,32.31482527819345,0.986586555869528,0.0
Progressive pine  2008 now 14.3,29,32.31479100341183,0.9866360566186608,0.0
Progressive pine  2008 now 14.3,30,32.3146881797088,0.9868607133866004,0.0
Progressive pine  2008 now 14.3,31,32.31481766778541,0.9873671425118297,0.0
Progressive pine  2008 now 14.3,32,32.31444826449737,0.9878354962528705,0.0
Progressive pine  2008 now 14.3,33,32.31389224982694,0.9880865569355137,0.0
Progressive pine  2008 now 14.3,34,32.31385035881784,0.9881132111645976,0.0
Progressive pine  2008 now 14.3,35,32.31350381059508,0.9892248212232074,0.0
Progressive pine  2008 now 14.3,36,32.31324865529531,0.9891524758954685,0.0
Progressive pine  2008 now 14.3,37,32.31309251521844,0.9890458606882268,0.0
Progressive pine  2008 now 14.3,38,32.31306966545924,0.9890306299529829,0.0
Progressive pine  2008 now 14.3,39,32.31299349935689,0.9889392452073287,0.0
Progressive pine  2008 now 14.3,40,32.31296303293469,0.988904975939501,0.0
Progressive pine  2008 now 14.3,41,32.31286782544398,0.9888212067089354,0.0
Progressive pine  2008 now 14.3,42,32.3128564005117,0.9888097836215786,0.0
Progressive pine  2008 now 14.3,43,32.31282974239588,0.9887831297470417,0.0
Progressive pine  2008 now 14.3,44,32.31271168521683,0.9887260145798308,0.0
Progressive pine  2008 now 14.3,45,32.31270026030155,0.9887145914906927,0.0
Progressive pine  2008 now 14.3,46,32.31265836882743,0.9886688990688486,0.0
Progressive pine  2008 now 14.3,47,32.31267360101774,0.9884937439674092,0.0
Progressive pine  2008 now 14.3,48,32.31263081342327,0.9884645373497928,0.0
Progressive pine  2008 now 14.3,49,32.31260491202419,0.9885704993303353,0.0
Progressive pine  2008 now 14.3,50,32.31236326503806,0.9883634059068109,0.0
Progressive pine  2008 now 14.3,51,32.31087025329641,0.9896663728850363,0.0
Progressive pine  2008 now 14.3,52,32.31067175954407,0.9897181473120371,0.0
Progressive pine  2008 now 14.3,53,32.30994682553001,0.9888552574910899,0.0
Progressive pine  2008 now 14.3,54,32.30975696207561,0.9885705051468927,0.0
Progressive pine  2008 now 14.3,55,32.30972244143003,0.9885618763890848,0.0
Progressive pine  2008 now 14.3,56,32.30900613603075,0.9882167249950364,0.0
Progressive pine  2008 now 14.3,57,32.30898024541025,0.9882080961963801,0.0
Progressive pine  2008 now 14.3,58,32.30877311993208,0.9880872929224521,0.0
Progressive pine  2008 now 14.3,59,32.30873859913012,0.987914715407473,0.0
Progressive pine  2008 now 14.3,60,32.30878173567574,0.9878022747231583,0.0
